txt_pl_lem,date
"""  powiedzieć  Mojżesz : "" "" przemówić   społeczność izraelita  powiedzieć  :  święty ,    święty ,  , Bóg  !   kraść ,   kłamać ,   oszukiwać  drugi .   przysięgać fałszywie   imię .    zbezcześcić imię Bóg  .    !   uciskać bliźni ,    wyzyskiwać . zapłata najemnik   pozostawać   dom  noc   poranek .   złorzeczyć głuchy .   kłaść przeszkoda  niewidomy ,    bać Bóg  .    !   wydawać niesprawiedliwy wyrok .   stronniczy  korzyść ubogi ,    mieć wzgląd  bogaty . sprawiedliwie  sądzić bliźni .   szerzyć oszczerstwo  krewny ,   czyhać  życie bliźni .    !   żywić  serce nienawiść  brat .  upominać bliźni ,   ponieść wina   powód .   szukać pomsta ,   żywić uraz  syn  lud ,   miłować bliźni  siebie  .    ! "" "" słowo  ,  ,  duch  życie prawo pański  doskonały  pokrzepiać dusza , świadectwo   pewny , nierozważny uczyć mądrość .  słuszny nakaz radować serce , jaśnieć przykazanie   olśniewać oczy.Boja źń   szczery  trwać  wiek , sąd  prawdziwy , wszystek razem słuszny .  znaleźć uznanie   słowo usta   myśl  serce ,  ,  opoka   zbawiciel . Jezus powiedzieć  swój uczeń : "" ""  syn człowieczy przyjść  swój chwała ,    wszystek anioł ,  zasiąść  swój tron pełny chwała .  zgromadzić    wszystek naród ,   oddzielić  człowiek  drugi ,  pasterz oddzielać owca  kozioł . Owca postawić  prawy ,  kozioł  swój lewy strona .  odezwać  król    prawy strona : „ pójść , błogosławiony  ojciec  , wziąć  posiadać królestwo , przygotować    założenie świat !    głodny ,  dać   jeść ;   spragniony ,  dać   pić ;   przybysz ,  przyjąć   ;   nagi ,  przyodziać   ;   chory ,  odwiedzić   ;    więzienie ,  przyjść    ” . wówczas zapytać sprawiedliwy : „  ,  widzieć   głodny  nakarmić   ?  spragniony  dać   pić ?  widzieć   przybysz  przyjąć   ,  nagi  przyodziać   ?  widzieć   chory   więzienie  przyjść    ? ”  król  odpowiedzieć : „ zaprawdę , powiadać  :  ,  uczynić     brat  mały ,  uczynić  ” .  odezwać      lewy strona : „ iść precz   , przeklęty ,  ogień wieczny , przygotować diabeł   anioł !    głodny ,   dać   jeść ;   spragniony ,   dać   pić ;   przybysz ,   przyjąć   ;   nagi ,   przyodziać   ;   chory   więzienie ,   odwiedzić   ” . wówczas zapytać   : „  ,  widzieć   głodny  spragniony ,  przybysz ,  nagi ,  chory   więzienie ,   usłużyliśmy  ? ”  odpowiedzieć  : „ zaprawdę , powiadać  :  ,   uczynić     mały ,     uczynić  ” .  pójść   wieczny kara , sprawiedliwy   życie wieczny "" "" . "" ",2019-03-11
"""  mówić  Bóg : "" "" podobnie  ulewa  śnieg spadać  niebo    powracać , dopóki  nawodnić ziemia ,  użyźnić    zapewnić urodzaj ,   wydawać nasienie  siewca  chleb  jeść ,  słowo ,  wychodzić  usta  ,  wracać   bezowocny , zanim wpierw  dokonać  ,  chcieć  ,   spełnić pomyślnie swój posłannictwo "" "" . Bóg sprawiedliwy wyzwalać  niedola wysławiać razem    , wspólnie wywyższać  imię . szukać  pomoc   ,    wysłuchać  wyzwolić  wszelki trwogi.Sp ójrzcie   ,  rozpromienić  radość , oblicze   zapłonąć wstyd .  zawołać biedak    usłyszeć ,  uwolnić  wszelki ucisku.Oczy  zwrócić  sprawiedliwy , ucho  otwarty   wołanie .  zwracać swój oblicze przeciw zło czynić ,  pamięć   wymazać  ziemi.Pan słyszeć wołać  pomoc  ratować   wszelki udręka .   blisko człowiek skruszyć  serce , ocalać upadły  duch . Jezus powiedzieć  swój uczeń : "" "" modlić  ,   gadatliwy  poganin .  myśleć ,   wzgląd  swój wielomówstwo  wysłuchać .   podobny   !  wiedzieć ojciec  ,   potrzeba , zanim   poprosić .  zatem   modlić : ojciec  ,    niebo ,   święcić  imię !  przyjść  królestwo ;   wola  spełniać  ziemia ,    niebo .  chleb powszedni dać   ;  przebaczyć   wina ,     przebaczać  ,  przeciw  zawinić ;   dopuścić , abyśmy ulec pokusa ,   zachować  zły .   przebaczyć człowiek  przewinienie ,   przebaczyć ojciec  niebieski .    przebaczyć człowiek , ojciec   przebaczyć    przewinienie "" "" . "" ",2019-03-12
"""  przemówić  Jonasz  raz drugi  słowo : "" "" wstać , iść  Niniwa , wielki miasto ,  głosić  upomnieć ,    zlecać "" "" . Jonasz wstać  pójść  Niniwa ,  powiedzieć  . Niniwa  miasto  rozległy –  trzy dzień droga . począć  Jonasz iść  miasto  dzień droga  wołać ,  głosić : "" ""  czterdzieści dzień ,  Niniwa zostać zburzyć "" "" .  uwierzyć mieszkaniec Niniwa Bóg , ogłosić post  przyoblec   wór  stary  młody . dojść  sprawa  król Niniwa . powstać   tron , zdjąć  siebie płaszcz , przyoblec   wór  usiąść  popiół .  rozkaz król   dostojnik zarządzić  ogłosić  Niniwie ,  następować : "" "" człowiek  zwierzę , bydło  trzoda    jeść ,    paść  woda  pić . człowiek  zwierzę  przyoblec   wór .  żarliwie wołać  Bóg ! niechaj  odwrócić   swój zły postępowanie   nieprawość ,  popełniać swój ręka .  wiedzieć ,   zwrócić  ulitować Bóg , odstąpić  zapalczywość swój gniew ,   zginąć ? "" "" zobaczyć Bóg  czyn ,  odwrócić   zły postępowanie .  ulitować  Bóg  niedola ,  postanowić   sprowadzić ,   zesłać  . serce skruszony  pogardzić ,  zmiłować    , Bóg ,  łaskawość swój ,  ogrom swój litość zgładzić  nieprawość . obmyć  zupełnie   wina  oczyścić   grzech mojego.Stw orać , Bóg ,   serce czysty  odnowa   moc duch .  odrzucać   swój oblicze   odbierać  święty duch swego.Ofiar ą     radować ,  całopalenie , choćbym dać ,  przyjąć . Bóg ,  ofiara  duch skruszony , pokorny  skruszony serce  , Bóg ,  gardzić .  tłum  gromadzić , Jezus zacząć mówić : "" ""  plemię  plemię przewrotny . żądać znak ,   znak    dać , prócz znak Jonasz .   Jonasz stać  znak  mieszkaniec Niniwa ,   syn człowieczy   plemię . królowa  południe powstać  sąd przeciw człowiek  plemię  potępić  ;    kraniec ziemia przybyć słuchać mądrość Salomon ,        Salomon . człowiek  Niniwa powstać  sąd przeciw  plemię  potępić  ;   dzięki nawoływać Jonasz  nawrócić ,        Jonasz "" "" . "" ",2019-03-13
""" królowa Estera zwrócić    , przejąć niebezpieczeństwo śmierć .  błagać  , Bóg Izrael , mówić : "" ""   , król  ,   jedyny , wspomóc  samotny , mieć   wspomożyciel ,  niebezpieczeństwo  niejako   ręka . słyszeć   młodość   pokolenie  ojczyste ,   ,  , wybrać  Izrael spośród wszystek naród  ojciec   wszystek  przodek  wieczysty dziedzictwo  uczynić    ,  zapowiedzieć  . wspomnieć ,  , dać  rozpoznać  chwila  udręczenie  dodać  odwaga , król bóg  władca  wszystek władca . włożyć stosowny mowa   usta  oblicze lew  zwrócić  serce  nienawiść  wróg  ,  zginąć     ,      myśl . wybawić  ręka   wspomóc  opuścić  mieć nikt   ,  ,  wiedzieć  "" "" .   wysłuchać ,   wzywać    sławić ,  ,   serce ,  usłyszeć  słowo usta  .  śpiewać  psalm wobec anioł , pokłon  oddać   święty przybytek .   sławić  imię  łaska  wierność  ,    wywyższyć   imię  obietnica . wysłuchać   ,   wzywać  , pomnożyłeś moc  duszy.Wybawia   prawica .     dokonać . panie ,  łaska trwać  wiek ,  porzucać dzieło ręka swój . Jezus powiedzieć  swój uczeń : "" "" prosić ,    dana ; szukać ,  znaleźć ; kołatać ,  otworzyć  .   ,  prosić , otrzymywać ;  szukać , znajdować ;  kołatać otworzyć .  któryś   syn prosić  chleb ,    ,  podać  kamień ?   prosić  ryba ,  podać  wąż ?    ,  zły  , umieć dawać dobry dar swój dziecko ,   ileż  ojciec  ,    niebo , dać  ,  dobry ,  ,   prosić .   ,  chcieć   ,   człowiek czynić ,    czynić .    istota prawo  Prorok "" "" . "" ",2019-03-14
"""  Pan , Bóg  , wielki  straszliwy ,  dochowywać wiernie przymierzać  ,   kochać  przestrzegać  przykazanie . zgrzeszyć  , zbłądzić  , popełnić  nieprawość  zbuntować   , odstąpić    przykazanie .    posłuszny  sługa , prorok ,  przemawiać   imię   król ,   przywódca ,   przodek    ludność kraj .   ,  , sprawiedliwość ,    wstyd  twarz ,       – mieszkaniec Juda  Jerozolima ,   Izrael ,  bliski  daleki ,  wszystek kraj ,   wypędzić   powód niewierność ,   okazać .  ! wstyd   twarz ,  król ,  przywódca   ojciec ,  zgrzeszyć  przeciw  .   , Bóg  ,  miłosierny  okazywać łaskawość ,   zbuntować   przeciw    słuchać  głos  , Bóg  ,  postępować  wskazanie ,   dać  swój sługa , prorok .  czynić  ,  ,   grzech  wiecznie   gniewać ?  pamiętać  wina przodek  ,  szybko  spotkać  zmiłowanie ,    słaby . wspomóc  , Bóg ,  zbawca ,  chwała  imię ; wyzwolić   odpuścić  grzech  wzgląd  swój imię .  jęk pojmany dojść    moc  ramię ocalić  śmierć skazany .   , lud   owca  trzoda ,  wielbić   wiek   pokolenie głosić  chwała . Jezus powiedzieć  swój uczeń : "" ""  miłosierny ,  ojciec   miłosierny .  sądzić ,    sądzić ;  potępiać ,    potępić ; odpuszczać ,    odpuścić . dawać ,    dana ; miara dobry , ubić , utrząść  wypełnić  brzeg wsypać  zanadrze  . odmierzyć    miara ,   mierzyć "" "" . "" ",2019-03-18
"""  skierować  Natan następujący słowo : „ iść  powiedzieć  sługa Dawid :  mówić  : "" ""  wypełnić   dzień  spocząć  swój przodek ,  wzbudzić   potomek  ,  wyjść   wnętrzności ,  utwierdzić  królestwo .  zbudować dom imię  ,   utwierdzić tron  królestwo  wiek .    ojciec ,     syn .   dom    królestwo  trwać  wiek .  tron  utwierdzić  wiek ” .  potomstwo  trwać wiecznie   wiek śpiewać  łaska  ,  usta  wierność  głosić  wszystek pokolenie .  powiedzieć  : "" ""  wiek ugruntować  łaska "" "" , utrwalić  swój wierność  niebiosa . "" "" zawrzeć  przymierze   wybraniec , przysięgnąć   sługa , Dawid : utrwalić  potomstwo  wiek  tron  umocnić  wszystek pokolenie "" "" . "" ""   wołać   : „ Tyś  ojciec  ,  Bóg , Opoka  zbawienie ” .  wiek zachować   łaska  trwały     przymierze "" "" . Jakub  ojciec Józef , mąż Maryja ,   narodzić  Jezus , zwać Chrystus .  narodzenie Jezus Chrystus   .  zaślubiny matka  , Maryja ,  Józef , wpierw  zamieszkać razem , znaleźć  brzemienny  sprawa duch święty . mąż  , Józef ,   człowiek prawy   chcieć narazić   zniesławienie , zamierzać oddalić  potajemnie .  powziąć  myśl ,  anioł Pański ukazać    sen  rzec : „ Józef , syn Dawid ,  bać  wziąć  siebie Maryja ,  małżonka ;   duch święty   ,     począć . porodzić syn ,  nadać imię Jezus ,   zbawić swój lud   grzech ” . zbudzić   sen , Józef uczynić  ,   polecić anioł Pański . "" ",2019-03-19
""" Księga_Jeremiasza 17 , 5 - 10  mówić  : "" "" przeklęty mąż ,  pokładać nadzieja  człowiek    ciało upatrywać swój siła ,    odwracać swój serce .   podobny  dziki krzew  step ,  dostrzegać ,  przychodzić szczęście ; wybierać miejsce spalić  pustynia , ziemia słony  bezludny . błogosławiony mąż ,  pokładać ufność   ,     nadzieja .   podobny  drzewo zasadzić  woda ,  swój korzenie puszczać  strumień ;  obawiać  ,  nadejść upał ,  zachować zielony liść ;   rok posucha  doznawać niepokój   przestawać wydawać owoc . serce  zdradliwy     niepoprawny – któż  zgłębić ?  ,  , badać serce  doświadczać nerka ,   móc  oddać stosownie   postępowanie ,  owoc  uczynek "" "" szczęśliwy człowiek ,  ufać  szczęśliwy człowiek ,   iść  rada występny ,  wchodzić  droga grzesznik   zasiadać  grono szyderca ,   prawo pański upodobać siebie  rozmyślać   dzień  noc .    drzewo zasadzić  płynąć woda ,  wydawać owoc  swój czas . liść   więdnąć ,   ,  czynić ,  udane.Co  grzesznik :   plewa ,  wiatr rozmiatać .  droga sprawiedliwy   znany ,  drogi występny zaginąć . Jezus powiedzieć  faryzeusz : "" "" żyć pewien człowiek bogaty ,  ubierać   purpura  bisior  dzień  dzień ucztować wystawnie .  brama  pałac leżeć żebrak pokryć wrzód , imię Łazarz . pragnąć  nasycić  odpadek  stół bogacz .   pies przychodzić  lizać  wrzód . umrzeć żebrak  anioł zanieść   łono Abraham . umrzeć  bogacz  zostać pogrzebać .  cierpieć męki  otchłań , podnieść oko , ujrzeć  daleki Abraham  Łazarz   łono .  zawołać : „ ojciec Abraham , ulitować     przysłać Łazarz ,  koniec swój palec umoczyć  woda  ochłodzić  język ,  strasznie cierpieć   płomień ” .  Abraham odrzec : „ wspomnieć , syn ,   życie otrzymać  swój dobro ,  Łazarz  podobny  – niedola ;    doznawać pociecha ,   męki cierpieć .  ponadto     zionąć ogromny przepaść ,   nikt , choćby chcieć , stąd   przejść  móc  stamtąd  przedostawać    ” . tamten rzec : „ prosić   , ojciec , posłać   dom  ojciec . mieć  pięć brat :   ostrzec ,     przyjść   miejsce męka ” .  Abraham odeprzeć : „ mieć Mojżesz  Prorok , niechże  słuchać ! ” „  , ojciec Abraham – odrzec tamten –     umarły pójść   ,   nawrócić ” . odpowiedzieć  : „  Mojżesz  Prorok  słuchać ,  choćby   umarły powstać ,  uwierzyć ” . "" ",2019-03-21
""" Księga_Rodzaju 37 , 3 - 4 . 12 - 13  . 17 b - 28 Izrael miłować Józef   wszystek  swój syn ,  urodzić  podeszły  rok . sprawić   długi szata  rękaw . brat Józef , widzieć ,  ojciec kochać      ,   znienawidzić ,   móc zdobyć    ,  przyjaźnie   rozmawiać .  brat Józef pójść paść trzoda  Sych , Izrael rzec   : "" "" Czyż  brat  paść trzoda  Sych ? chcieć  posłać   "" "" . Józef udać    swój brat  znaleźć   Dotain .  ujrzeć   daleki  zanim    przybliżyć , postanowić podstępnie  zgładzić , mówić  siebie : "" ""   nadchodzić  ,  miewać sen !  zabić   wrzucić  którykolwiek studnia ,  potem powiedzieć : dziki zwierz  pożreć . zobaczyć ,     sen ! "" ""   usłyszeć Ruben , postanowić ocalić    ręka ; rzec  : "" ""  zabijać  ! "" ""  mówić Ruben   : "" ""  doprowadzać  rozlew krew . wrzucić   studnia ,     pustkowie ,   podnosić   ręka "" "" –   ,  wybawić    ręka ,  potem zwrócić  ojciec .  Józef przybyć  swój brat ,  zedrzeć   odzienie – długi szata  rękaw ,  mieć  siebie .  pochwycić  , wrzucić  studnia : studnia   pusty ,  wody.Kiedy potem zasiąść  posiłek , podnieść oko , ujrzeć  dala iść  Gileadu kupiec izmaelskich ,  wielbłąd nieść wonny korzenie , żywica  olejek pachnieć ; ciągnąć  , wieźć   Egipt .  Juda rzec  swój brat : "" ""   przyjść   ,  zabić  brat   ujawnić  zbrodnia ? chodzić , sprzedać  Izmaelitom !  podnosić ręka   , wszak    brat ! "" ""  usłuchać  brat .   kupiec madianicki mijać  , brat , wyciągnąć śpiesznie Józef  studnia , sprzedać  Izmaelitom  dwadzieścia sztuka srebro ,   zabrać   siebie  Egipt . wspomnąć cud ,   Bóg zdziałać .  przywołać głód  ziemia  odebrać  zapas chleb . wysłać   mąż : Józef ,  sprzedać  niewola . Kajdan ścisnąć  noga ,  kark zakuć  żelazo ,   spełnić  przepowiednia  poświadczyć  słowo pański . Król posłać ,   uwolnić , wyzwolić  władca lud . ustanowić    swój dom , władca  posiadłość swój . Jezus powiedzieć  arcykapłan  starszy lud : "" "" posłuchać  przypowieść :  pewien gospodarz ,  założyć winnica . otoczyć  mur , wykopać   tłocznia , zbudować wieża ,  koniec oddać   dzierżawa rolnik  wyjechać .  nadejść czas zbiór , posłać swój sługa  rolnik ,  odebrać plon  należny .  rolnik chwycić  sługa   obić , drugi zabić , trzeci  ukamienować .  posłać  sługa ,    pierwszy raz ,      samo postąpić .  koniec posłać   swój syn ,  siebie myśleć : uszanować  syn .  rolnik , zobaczyć syn , mówić  siebie : „   dziedzic ; chodzić , zabić  ,  posiąść  dziedzictwo ” . chwycić  , wyrzucić  winnica  zabić .   przybyć właściciel winnica ,  uczynić   rolnik ? "" "" rzec  : "" "" nędznik marnie wytracić ,  winnica oddać  dzierżawa  rolnik ,  ,    oddawać plon  właściwy pora "" "" . Jezus  rzec : "" ""    czytać   pismo : „   kamień ,  odrzucić budujący , stać  głowica węgieł .   sprawić ,   cud   oko ” .  powiadać  : królestwo boży   zabrać ,  dać naród ,  wydać  owoc "" "" . arcykapłan  faryzeusz , słuchać  przypowieść , poznać ,    mówić .  starać   pochwycić ,  bać  tłum ,  mieć   prorok . "" ",2019-03-22
"""  Mojżesz paść owca swój teść imię Jetro , kapłan Madianitów , zaprowadzić owca  głąb pustynia  dojść  góra boży Horeb .  ukazać   anioł pański  płomień ogień ,  środek krzew . Mojżesz widzieć ,  krzew płonąć ogień ,   spłonąć   .  Mojżesz powiedzieć  siebie : "" "" podejść ,   przyjrzeć  niezwykły zjawisko .  krzew   spalać ? "" ""    ujrzeć ,  podchodzić ,   przyjrzeć , zawołać Bóg    środek krzew : "" "" Mojżesz , Mojżesz ! "" ""   odpowiedzieć : "" ""   "" "" . rzec  Bóg : "" ""  zbliżać   ! zdjąć sandał  noga ,  miejsce ,   stać ,  ziemia święty "" "" . powiedzieć   : "" ""  Bóg ojciec  , Bóg Abraham , Bóg Izaak  Bóg Jakub "" "" . Mojżesz zasłonić twarz , bać   zwrócić oko  Bóg .  mówić : "" "" dosyć napatrzyć    udręka lud   Egipt  nasłuchać   narzekać   ciemięzca , znać   uciemiężyć . zstąpić  ,   wyrwać  ręka Egipt  wyprowadzić   ziemia  ziemia żyzny  przestronny ,  ziemia ,  opływać  mleko  miód "" "" . Mojżesz  rzec Bóg : "" ""  pójść  izraelita  powiedzieć imienia : Bóg ojciec  posłać    .     zapytać ,    imię ,   mieć powiedzieć ? "" "" odpowiedzieć Bóg Mojżesz : "" ""  ,   "" "" .  dodać : "" ""  powiedzieć syn Izrael :  posłać    "" "" . mówić  Bóg  Mojżesz : "" ""  powiedzieć izraelita :  , Bóg ojciec  , Bóg Abraham , Bóg Izaak  Bóg Jakub posłać    .   imię   wiek     zawołanie  daleki pokolenie "" "" .   łaskawy , pełny miłosierdzie błogosławić , dusza  ,  ,   ,     , święty imię  . błogosławić , dusza  ,    zapominać  wszystek  dobrodziejstwach.On odpuszczać wszystek  wina  leczyć wszystek choroba .   życie ratować  zguba , obdarzać  łaska  zmiłowanie . dzieło   sprawiedliwy ,  uciśniony mieć  swój opieka . drogi  objawić Mojżesz , swój dzieło syn Izraela.Mi łosierny    łaskawy , nieskory  gniew   cierpliwy .   wysoko niebo wznosić   ziemia ,  wielki  łaska    czciciel .   czas przyjść  człowiek  donieść Jezus  Galilejczyk ,  krew Piłat zmieszać  krew  ofiara . Jezus  odpowiedzieć : "" "" Czyż myśleć ,   Galilejczyk  duży grzesznik   mieszkaniec Galilea ,   ucierpieć ?  , powiadać  ;     nawrócić ,  podobnie zginąć .  myśleć ,   osiemnaście ,   zwalić  wieża  Siloam  zabić  ,  wielki winowajca   mieszkaniec Jeruzalem ?  , powiadać  ;     nawrócić ,   samo zginąć "" "" .  opowiedzieć  następujący przypowieść : "" "" pewien człowiek mieć zasadzić  swój winnica figowiec ; przyjść  szukać   owoc ,   znaleźć . rzec   ogrodnik : „   trzy rok , odkąd przychodzić  szukać owoc   figowiec ,   znajdować . wyciąć  ,    ziemia wyjaławiać ? ”    odpowiedzieć : „  ,    rok  pozostawić ,  okopać   obłożyć nawóz ;   wydać owoc .    ,  przyszłość móc  wyciąć ” . "" ",2019-03-24
"""  przemówić  Achaza  słowo : „ prosić  siebie  znak   , Bóg  ,   głęboko  otchłań ,   wysoko  góra ” .  Achaz odpowiedzieć : „   prosić    wystawiać   próba ” .  rzec Izajasz : „ słuchać  , dom dawidowy : czyż   naprzykrzać  człowiek ,  naprzykrzać    Bóg ?    dać  znak :  Panna począć  porodzić syn ,  nazwać  imię Emmanuel ,  Bóg   ” . przychodzić , Bóg , pełnić  wola  chcieć  ofiara krwawy  płód ziemia ,  otworzyć   ucho :  żądać  całopalenie  ofiara  grzech .  powiedzieć  : „  przychodzić .  zwój księga    napisać : radość    pełnić  wola ,  Bóg ,   prawo mieszkać   serce ” . głosić   sprawiedliwość  wielki zgromadzenie   powściągać  warga  ,    wiedzieć , Panie.Sprawiedliwo ści   kryć   głębia serce , głosić   wierność  pomoc .  taić   łaska   wierność  wielki zgromadzenie . Bóg posłać anioł Gabriel  miasto  Galilea , zwać Nazaret ,  dziewica poślubić mąż , imię Józef ,  ród Dawida ;  dziewica   imię Maryja . anioł wejść    rzec : „  pozdrowiony , pełny łaska ,    , błogosławić   niewiasta ” .  zmieszać    słowo  rozważać ,  mieć  znaczyć  pozdrowienie .  anioł rzec   : „  bać  , Maryja , znaleźć   łaska  Bóg .  począć  porodzić syn ,  nadać imię Jezus .   wielki   nazwać syn wysoki ,   Bóg dać  tron  praojciec , Dawid .  panować  dom Jakub  wiek ,   panowanie   koniec ” .   Maryja rzec  anioł : „ jakże   stać , skoro  znać mąż ? ” anioł  odpowiedzieć : „ Duch święty zstąpić    moc wysoki osłonić  .   święty ,   narodzić ,  nazwać syn boży .    krewna  , Elżbieta , począć  swój starość syn     szósty miesiąc  ,  uchodzić  niepłodny .  Bóg   mieć  niemożliwy ” .   rzec Maryja : „   służebnica pański ,    stanąć   słowo ! ”  odejść   anioł . "" ",2019-03-25
""" powstać , Azariasz   modlić ,  otworzyć usta , mówić pośród ogień : "" ""  opuszczać    –  wzgląd  święty  imię  zrywać  przymierze .  odwracać   swój miłosierdzie ,  wzgląd   przyjaciel , Abraham , sługa  , Izaak ,   święty – Izrael .   przyrzec  rozmnożyć potomstwo  gwiazda  niebo   piasek  brzeg morze .  ,   mały spośród wszystek naród .    poniżyć   ziemia  powód  grzech .  mieć obecnie władca , prorok  wódz ,  całopalenie ,  ofiara ,  dar pokarmowy ,  kadzielny .  mieć  ofiarować  pierwocina  doznać  miłosierdzie .   dusza strapiony  duch uniżyć znaleźć   upodobanie .  całopalenie  baran  cielec ,   tysiąc tłusty owca ,  niechaj    ofiara       podobać !   ,  pokładać ufność   ,  móc doznać wstyd .   iść     serce , odczuwać lęk    szukać  oblicze .  zawstydzać  ,  postępować    swój łagodność   wielki swój miłosierdzie . wybawić   swój cud  uczynić swój imię sławny ,  ! "" "" pamiętać   , miłosierny  dać  poznać  droga ,  , nauczyć  chodzić  ścieżka . prowadzić   prawda  swój pouczenie , Bóg  zbawca ,   mieć nadzieja . wspomnąć  swój miłosierdzie ,  ,  swój miłość ,  trwać  wiek .    pamiętać  swój miłosierdzie  wzgląd  dobroć  , Panie.Dobry    łaskawy ,  wskazywać droga grzesznik . pomagać pokorny czynić  , uczyć ubogi droga swój . Piotr podejść  Jezus  zapytać : "" ""  ,  raz mieć przebaczyć ,   brat zawinić względem  ?   siedem raz ? "" "" Jezus  odrzec : "" ""  mówić  ,   siedem raz ,   siedemdziesiąt siedem raz .  podobny  królestwo niebieski  król ,  chcieć  rozliczyć  swój sługa .  zacząć  rozliczać , przyprowadzić   ,    winien dziesięć tysiąc talent .   mieć    oddać ,  kazać sprzedać  razem  żona , dziecko    mienie ,  dług    odzyskać .  sługa paść   stopa  prosić  : „  , okazać  cierpliwość ,    oddać ” .  ulitować    sługa , uwolnić   dług  darować .   sługa  wyjść , spotkać   współsług ,    winien sto denar . chwycić   zacząć dusić , mówić : „ oddać ,  winny ! ”  współsługa paść    prosić  : „ okazać  cierpliwość ,  oddać  ” .    chcieć ,  pójść  wtrącić   więzienie , dopóki  oddać dług . Współsłudzy  , widzieć ,   dziać ,   zasmucić . pójść  opowiedzieć swój   ,  zajść .    , wezwać  , rzec  : „ sługa niegodziwy ! darować     dług ,   prosić  . czyż        ulitować   swój współsługą ,   ulitować     ? ”  unieść  gniew ,   kazać wydać  kat , dopóki   oddać  dług . podobnie uczynić  ojciec  niebieski ,      przebaczyć  serce swój brat "" "" . "" ",2019-03-26
"""  mówić  : "" "" dać   przykazanie : „ słuchać głos  ,    Bóg ,     naród . chodzić  droga ,   rozkazać ,     wieść ” .   usłuchać   chcieć słuchać  pójść  zatwardziałość swój przewrotny serce ; obrócić  plecy ,   twarz .  dzień ,  przodek wasi wyjść  ziemia egipski ,  dzień dzisiejszy posyłać    wszystek  sługa , prorok ,  dzień , bezustannie ,   usłuchać    nadstawiać ucho . uczynić twardy swój kark , stać  zły   przodek . oznajmić  wszystek  słowo ,    usłuchać ;  wołać   ,   dać  odpowiedź .  powiedzieć  : „   naród ,   usłuchać głos  , swój Bóg ,   przyjąć pouczenie . przepadły wierność , zniknąć   usta ” . słyszeć głos  , serce  zatwardzać przyjść , radośnie śpiewać  , wznosić okrzyk  chwała Opoka  zbawienie . stanąć  oblicze   uwielbienie ,  wesele śpiewać  pieśń . przyjść , uwielbiać  , padać  twarz , klęknąć   ,   stworzyć .     Bóg ,   lud  pastwisko  owca   ręka . Obyście  usłyszeć głos  : "" ""   twardnieć  serce   Meriba ,   pustynia  dzień Massa ,   kusić  ojciec , doświadczać  ,  widzieć  dzieło "" "" . Jezus wyrzucać zły duch  człowiek ,   niemy .   zły duch wyjść , niemy zacząć mówić  tłum  zdumiony .  niektóry   rzec : "" "" moc Belzebub , władca zły duch , wyrzucać zły duch "" "" .   , chcieć  wystawić  próba , domagać    znak  niebo .   , znać  myśleć , rzec   : "" ""  królestwo wewnętrznie skłócić pustoszeć  dom  dom  walić .    szatan  siebie  skłócić , jakże  ostać  królestwo ? mówić  ,    Belzebub wyrzucać zły duch .    moc Belzebub wyrzucać zły duch ,  czyj moc wyrzucać   syn ?     sędzia .    palec boży wyrzucać zły duch ,  istotnie przyjść    królestwo boży .  mocarz uzbroić strzec swój dwór , bezpieczny   mienie .   mocny   nadejść  pokonać  ,  zabrać  broń  ,   polegać ,  rozdać  łup .      ,  przeciwko  ;    zbierać   ,  rozpraszać "" "" . "" ",2019-03-28
