title,pl,en
Pan mnie strzeże," Czuwa nade mną Bóg  mój Bóg.  Pan mnie strzeże, Pan mnie strzeże, czuwa nade mną Bóg,  On jest moim cieniem.   Chcę z Tobą chodzić  po wszystkich mych drogach, Prowadź mnie w mocy swej  abym nie upadł!  Pan mnie strzeże, Pan mnie strzeże, czuwa nade mną Bóg,  On jest moim cieniem.  ","God my God watches over me. The Lord protects me, the Lord guards me, God watches over me, He is my shadow. I want to walk with You in all my ways, Lead me in my power, that I may not fall. The Lord protects me, the Lord guards me, God watches over me, He is my shadow."
Pan wywyższony," Pan wywyższony, nasz Król wywyższony wśród chwał, uwielbiajmy Go. Pan wywyższony, nasz Król wywyższony oddajmy Jemu cześć!  Królem jest Pan, Jego łaska na wieki trwa. Niebo i Ziemia, radują się Jego imieniem. Pan wywyższony, nasz Król wywyższony wśród chwał. ","The Lord is exalted, our King exalted in glory, and let us praise him. O Lord, O lifted up, O King, O exalted, let us worship Him. The Lord is the King, his grace lasts forever. Heaven and Earth, they rejoice in His name. Lord exalted, our King exalted among the glories."
Panie dobry jak chleb," Panie dobry jak chleb bądź uwielbiony od swego Kościoła, bo Tyś do końca nas umiłował, do końca nas umiłował.  Tyś na pustkowiu chleb rozmnożył, Panie,  byśmy do nieba w drodze nie ustali, Tyś stał się Manną wędrowców przez ziemię,  dla tych, co dotąd przy Tobie wytrwali.  Panie dobry jak chleb bądź uwielbiony od swego Kościoła, bo Tyś do końca nas umiłował, do końca nas umiłował.  Ziarna zbierzemy, odrzucimy chwasty, bo łan dojrzewa, pachnie świeżym chlebem. Niech ziemia nasza stanie się ołtarzem, a chleb komunią dla spragnionych Ciebie.  Panie dobry jak chleb bądź uwielbiony od swego Kościoła, bo Tyś do końca nas umiłował, do końca nas umiłował.  Ty nas nazwałeś swymi przyjaciółmi, jeśli spełnimy, co nam przykazałeś. Cóż my bez Ciebie, Panie, uczynimy? Tyś naszym Życiem i Oczekiwaniem.  Panie dobry jak chleb bądź uwielbiony od swego Kościoła, bo Tyś do końca nas umiłował, do końca nas umiłował.  Tyś za nas życie Swe na krzyżu oddał, a w znaku Chleba z nami pozostałeś i dla nas zawsze masz otwarte Serce, bo Ty do końca nas umiłowałeś. ","Lord, good as bread, be glorified from your Church, because You loved us to the end, loved us to the end. You have multiplied the bread in the wilderness, Lord, lest we go to heaven on the way, you have become Manna of travelers through the earth, for those who have persevered with You. Lord, good as bread, be glorified from your Church, because You loved us to the end, loved us to the end. We will gather the seeds, we will reject the weeds, because the field grows, it smells of fresh bread. Let our earth be an altar, and let bread commune for thirsty people. Lord, good as bread, be glorified from your Church, because You loved us to the end, loved us to the end. You have called us your friends, if we do what you have commanded us. What will we do without You, Lord? You are our Life and Expectation. Lord, good as bread, be glorified from your Church, because You loved us to the end, loved us to the end. You gave up Your life for us on the Cross, and in the sign of Bread you stayed with us and for us you always have an open heart, because You loved us to the end."
Panie mój przychodzę dziś," Panie mój przychodzę dziś, serce me skruszone przyjm. Skłaniam się przed świętym tronem Twym. Wznoszę ręce moje wzwyż, miłość mą wyznaje Ci.  Uwielbiam Ciebie w duchu, uwielbiam w prawdzie Cię. ","My Lord, I come today, my broken heart receives me. I bow before Your holy throne. I raise up my hands, love affirms me. I love You in spirit, I adore You in truth."
Panie pozostań," Panie pozostań,  Ma się ku wieczorowi,  Dzień się już nachylił. ","Lord, stay, It's toward evening, Day has already been bent down."
Panu chwała i cześć," Panu chwała i cześć,  głosimy chwałę i cześć.  Panu chwała i cześć, potężnym Bogiem jest.  Ty, co mieszkasz na wyspach, Ty, co morza przemierzasz i Ty, mieszkańcu miasta wznieś swój głos i zaśpiewaj!  Panu chwała i cześć,  głosimy chwałę i cześć.  Panu chwała i cześć, potężnym Bogiem jest.  Śpiewaj Panu pieśń nową, ogłoś chwałę po krańcach ziemi, niech każdy naród wyzna Jego cześć tak, aby każdy usłyszał ","To God, praise and honor, we praise and honor. To God, praise and honor, he is a mighty God. You, what you live on the islands, you, what are you going through the sea, and you, resident of the city, raise your voice and sing! To God, praise and honor, we praise and honor. To God, praise and honor, he is a mighty God. Sing to the Lord a new song, proclaim the glory of the ends of the earth, let every nation give his honor to everyone so that everyone will hear"
Pewnej nocy łzy," Pewnej nocy łzy z oczu mych otarł dłonią swą Jezus I powiedział mi: „Nie martw się,  Jestem przy boku twym.” Potem spojrzał na grzeszny świat  pogrążony w ciemności I zwracając się do mnie pełen troski tak rzekł:  Powiedz ludziom, że kocham ich, że się o nich wciąż troszczę.  jeśli zeszli już z moich dróg,  powiedz, że szukam ich.  Gdy na wzgórzu Golgoty za nich życie oddałem To umarłem za wszystkich aby każdy mógł żyć. Nie zapomnę tej chwili, gdy mnie spotkał mój Jezus. Wtedy byłem jak ślepy on przywrócił mi wzrok.  Powiedz ludziom, że kocham ich, że się o nich wciąż troszczę.  jeśli zeszli już z moich dróg,  powiedz, że szukam ich. ","One night, tears from my eyes wiped his hand with Jesus and he said to me, ""Do not worry, I am by your side."" Then he looked at the sinful world in darkness And turning to me full of worries said: Tell people that I love them, that I am still caring for them. if they have already gone out of my ways, tell them that I am looking for them. When on the hill of Golgotha ​​I gave my life for them, I died for all that everyone could live. I will not forget this moment when my Jesus met me. Then I was like a blind man, he restored my sight. Tell people that I love them, that I care about them. if they have already gone out of my ways, tell them that I am looking for them."
Podnieś mnie Jezu, Podnieś mnie Jezu i prowadź do Ojca Podnieś mnie Jezu i prowadź do Ojca Zanurz mnie w wodzie  Jego miłosierdzia  Amen Amen ,Lift me up Jesus and lead me to the Father. Pick me up Jesus and lead me to my Father. Dip me in the water of His mercy. Amen Amen
Pokój Wam nie bójcie się," Pokój Wam, pokój Wam, pokój Wam, nie bójcie się  Weźmijcie Ducha Świętego, Weźmijcie Ducha Świętego, On poprowadzi was. ","Peace be with you, peace be with you, peace be with you, do not be afraid, receive the Holy Spirit, receive the Holy Spirit, He will lead you."
Pomódl się Miriam," Pomódl się Miriam,  aby Twój Syn żył we mnie. Pomódl się, by Jezus we mnie żył. Gdzie Ty jesteś, zstępuje Duch Święty. Gdzie Ty jesteś, niebo staje się.   Miriam, Tyś jest bramą do nieba, moim niebem jest Twój Syn Weź mnie, weź mnie do Swego łona, bym bóstwem Jezusa zajaśniał jak Ty.  Pomódl się Miriam,  aby Twój Syn żył we mnie. Pomódl się, by Jezus we mnie żył. Gdzie Ty jesteś, zstępuje Duch Święty. Gdzie Ty jesteś, niebo staje się.  Gdybym umarł, Jezus żyłby we mnie. Gdybym umarł, odpocząłbym. Przyspiesz, przyspiesz moją śmierć. Pragnę umrzeć, aby żyć. ","Pray for Miriam so that your Son may live in me. Pray for Jesus to live in me. Wherever You are, the Holy Spirit descends. Where you are, the sky becomes. Miriam, You are the gate to heaven, my Son is Your Son. Take me, take me to your womb, that I may shine like Jesus with the deity of Jesus. Pray for Miriam so that your Son may live in me. Pray for Jesus to live in me. Wherever You are, the Holy Spirit descends. Where you are, the sky becomes. If I died, Jesus would live in me. If I died, I would rest. Accelerate, accelerate my death. I want to die to live."
Powietrzem moim jest," Powietrzem moim jest   Obecność Twoja, święta w sercu mym.  Powszednim chlebem mym  Twe żywe słowo dane mi dziś  Bez Ciebie nie mogę już żyć  Dla Ciebie me serce chce bić. ","My air is Your Presence, holy in my heart. To my everyday bread, let me live your word today, I can not live without You. For me, I want to beat my heart."
Prawda jedyna," Prawda jedyna, słowa Jezusa z Nazaretu,  Że Swego Syna posłał ludziom Bóg na świat, Aby niewinnie cierpiąc zmarł za nasze grzechy I w pohańbieniu przyjął winy wszystkich nas.  Dzięki Ci, Boże mój, za ten krzyż, Który Jezus cierpiał za mnie,  Jezus cierpiał za mnie.  Uwierz w Jezusa, przecież On za ciebie umarł I z miłości do nas przyszedł z nieba na ten świat. Błogosławiony, ten kto wierzy, choć nie widział, Zaufaj dziś Bogu, a na wieki będziesz żyć.  Dzięki Ci, Boże mój, za ten krzyż, Który Jezus cierpiał za mnie,  Jezus cierpiał za mnie. ","The only truth, the words of Jesus of Nazareth, that He sent His Son to God to the world, That innocent suffering would die for our sins And in the reproach he accepted the guilt of all of us. Thank you, my God, for this cross, which Jesus suffered for me, Jesus suffered for me. Believe in Jesus, he died for you and for love came to us from heaven to this world. Blessed is he who believes, though he has not seen, trust in God today, and you will live forever. Thank you, my God, for this cross, which Jesus suffered for me, Jesus suffered for me."
Przed obliczem Pana uniżmy się," Przed obliczem Pana uniżmy się.  Pan sam wywyższy nas. Jego jest ziemia i czas,  Pan sam wywyższy nas.   Wszystkie swoje troski oddajmy mu.  Pan sam wywyższy nas. Jego jest ziemia i czas,  Pan sam wywyższy nas.   Z pokorą stań przed Panem swym.  Pan sam wywyższy nas. Jego jest ziemia i czas,  Pan sam wywyższy nas.  ","Let us humble ourselves before the Lord's face. The Lord Himself will exalt us. His is the earth and time, the Lord himself will exalt us. Let us give him all our worries. The Lord Himself will exalt us. His is the earth and time, the Lord himself will exalt us. Humbly stand before your Lord. The Lord Himself will exalt us. His is the earth and time, the Lord himself will exalt us."
Przed Tronem Twym," Przed tronem Twym stoimy Wpatrzeni w Twej miłości blask Do Ciebie Panie podobni Stajemy się widząc Twą twarz  Chwała Twa wypełnia nas Obecności Twojej blask Gdy wielbimy Ciebie, wiem  Jesteś tu  Chwała, cześć, mądrość, moc, Błogosławieństwo, na wieki! Na wieki!  Chwała Twa wypełnia nas Obecności Twojej blask Gdy wielbimy Ciebie, wiem  Jesteś tu ","In front of Your throne we stand Staring in Your love To You, Lord, We are like seeing Your face. Glory to the Lord fills us with Your presence Your glory When we worship You, I know You are here Glory, honor, wisdom, power, Blessing, forever! Forever! The glory of Your fills us with the presence of Your glory When we praise You, I know You are here"
Przychodzisz Panie," Przychodzisz Panie  mimo drzwi zamkniętych  Jezu Zmartwychwstały, ze śladami męki  Ty jesteś z nami, poślij do nas Ducha. Panie nasz i Boże – uzdrów nasze życie. ","You come, Lord, despite the closed door Jesus, Risen, with traces of torment. You are with us, send us the Spirit. Our Lord and God - heal our lives."
Przyjaciela mam,"Przyjaciela mam, co pociesza mnie, Gdy o Jego ramię oprę się. W Nim nadzieję mam, uleciał strach. On najbliżej jest, zawsze troszczy się. Królów Król, z nami Bóg  Jezus ","I have a friend who comforts me, When I will lean on His arm. I hope in Him, fear has come. He is the closest, he always cares. Kings King, God is with us"
Przyjacielu," Przyjacielu, chcę zostać z Tobą,  przy Tobie chcę być  I nie trzeba byś mówił coś,  wystarczy byś był    Bo nie ma większej miłości niż ta, gdy ktoś życie oddaje bym ja mógł żyć   Chcę być z Tobą,  gdy jest mi dobrze i kiedy mi źle Przyjacielu, otwieram przed Tobą  serce swe.    Bo nie ma większej miłości niż ta, gdy ktoś życie oddaje bym ja mógł żyć  ","Friend, I want to stay with you, I want to be with you And you do not need to say something, all you need to do is because there is no greater love than this when someone gives me life I want to live with you when I'm good and when I'm bad Friend, I open my heart to You. Because there is no greater love than this, when someone gives life to me, I could live"
Przyjdź jak deszcz," Przyjdź jak deszcz, ożyw dziś  suchą ziemię naszych serc. Przyjdź jak deszcz na spragniony świat. Dotknij nas tak jak wiatr,  rozpędź smutek, otrzyj łzy, zabierz tam, gdzie się  w radość zmienia strach. Wszystko dziś nowe staje się.  Panie, przyjdź i napełnij mnie  Przyjdź jak deszcz do spragnionych serc  tak pragniemy Ciebie, Panie. Niech Twa moc dziś objawi się,  pokaż swoją chwałę!  Przyjdź jak deszcz, Panie nasz, obmyj gorycz, żal i ból. Pozwól dziś niech nadzieja kwitnie w nas. To, co złe zniknie gdzieś,  nowy dzień nastaje już. Jesteś jak słońca blask w pochmurny czas. Wszystko dziś nowe staje się.  Panie, przyjdź i napełnij mnie  Przyjdź jak deszcz do spragnionych serc  tak pragniemy Ciebie, Panie. Niech Twa moc dziś objawi się,  pokaż swoją chwałę! ","Come like a rain, revive today the dry earth of our hearts. Come like a rain on a thirsty world. Touch us like the wind, spread the sadness, wipe away tears, take away where fear changes in joy. Everything is becoming new today. Lord, come and fill me. Come like a rain to thirsty hearts, we want You, Lord. Let your power reveal itself today, show your glory! Come as rain, our Lord, wash bitterness, sorrow and pain. Let hope today flourish in us. What's bad will disappear somewhere, the new day is coming. You are like a sun shine in a cloudy time. Everything is becoming new today. Lord, come and fill me. Come like a rain to thirsty hearts, we want You, Lord. Let your power reveal itself today, show your glory!"
"Przywołaj mnie, Panie"," Przywołaj mnie Panie,  przywołaj mnie Panie na pustynię. I niech mój głód Ciebie i moja tęsknota przywoła Ciebie.  Mów do mego serca, mów do mego serca,  Ty znasz jego ukryte doliny. Tam gdzie usychają piękne winnice, Ty wiesz gdzie otworzyć ukryte źródła.  Niech we mnie umilkną pragnienia i myśli, abyś mógł mówić Ty. Niech słowa miłości i przebaczenia przenikną dusze mą.  Mów do mego serca, mów do mego serca,  Ty znasz jego ukryte doliny. Tam gdzie usychają piękne winnice, Ty wiesz gdzie otworzyć ukryte źródła. ","Call me Lord, call me Lord into the desert. And let my hunger, You and my longing, bring You. Speak to my heart, speak to my heart, You know its hidden valleys. Where beautiful vineyards wither, you know where to open the hidden sources. May my desires and thoughts be silenced so that You can speak. Let the words of love and forgiveness penetrate my soul. Speak to my heart, speak to my heart, You know its hidden valleys. Where beautiful vineyards wither, you know where to open the hidden sources."
Raduje się Dusza ma," Raduje się dusza ma, wielbi Pana swego.  Będę Ci śpiewał z całej siły,  sławić Cię będę za Twe dzieła,  będę Ci śpiewał z całej siły,   Błogosławić będę Twoje imię.  Jest miłosierny Pan zastępów.  Moc jego ramienia nad swym ludem.  Pan mój zbawca. ","The soul is joyful, he praises his Lord. I will sing You with all my strength, I will praise You for Your works, I will sing You with all my strength, I will bless Your name. He is the merciful Lord of hosts. The power of his arm over his people. Lord, my savior."
Rozpięty na ramionach,"  Rozpięty na ramionach Jak sokół na niebie Chrystusie, Synu Boga  Spójrz proszę na ziemię.  Na ruchliwe ulice, zabieganych ludzi.  gdy dzień się już kończy, a ranek się budzi  Uśmiechnij się przyjaźnie z wysokiego krzyża  Do ciężko pracujących, których głód poniża.   Rozpięty na ramionach Jak sokół na niebie Chrystusie, Synu Boga  Spójrz proszę na ziemię.  Pociesz zrozpaczonych, chleba daj głodującym Modlących Ciebie słuchaj i wybacz umierającym Spójrz cierpienia sokole na wszechświat, na ziemię Na cichy ciemny Kościół, dziecko wzywające Ciebie   Rozpięty na ramionach Jak sokół na niebie Chrystusie, Synu Boga  Spójrz proszę na ziemię.  A gdy będziesz nas sądził, Boskie Miłosierdzie Prosimy, Twoje dzieci, nie sądź na miarę siebie. ","Spread over his shoulders Like a falcon in the sky of Christ, Son of God, look at the earth. On busy streets, busy people. when the day is over, and the morning wakes up. Smile with friendships from the high cross. To the hard-working, whose hunger is being humiliated. Spread over his shoulders Like a falcon in the sky of Christ, Son of God, look at the earth. Comfort the devout, give bread to the starving Prayers, listen to you and forgive the dying. Look at the suffering of the falcon on the universe, on earth. On the dark dark Church, the child calling you. Unbuttoned on the shoulders. Like the falcon in heaven. Christ, Son of God. Look at the earth. And when you judge us, Divine Mercy. Please, Your children, do not judge yourself."
Schowaj mnie," Schowaj mnie pod skrzydła Swe Ukryj mnie w silnej dłoni Swej.  Kiedy fale mórz chcą porwać mnie Z Tobą wzniosę się, podniesiesz mnie Panie Królem Tyś spienionych wód Ja ufam Ci – Ty jesteś Bóg.   Odpocznę dziś w ramionach Twych  Dusza ma w Tobie będzie trwać.  Kiedy fale mórz chcą porwać mnie Z Tobą wzniosę się, podniesiesz mnie Panie Królem Tyś spienionych wód Ja ufam Ci – Ty jesteś Bóg.  ","Hide me under my wings. Hide me in Your strong hand. When the waves of the sea want to take me with You, I will rise, You will raise me, Lord King, You are the foaming waters I trust You - You are God. I will rest in your arms today. Your soul will last. When the waves of the sea want to take me with You, I will rise, You will raise me, Lord King, You are the foaming waters I trust You - You are God."
Serce wielkie nam daj," Serce wielkie nam daj, Zdolne objąć świat. Panie, serce nam daj, Mężne w walce ze złem.  Zwleczmy z siebie uczynki starych ludzi, Zniszczmy wszystko, co budzi Boży gniew, Wdziejmy biel nowych szat w Chrystusie Panu, Nowy człowiek powstanie w każdym z nas.  Serce wielkie nam daj, Zdolne objąć świat. Panie, serce nam daj, Mężne w walce ze złem.  Nowi ludzie w historię wpiszą miłość, Wskażą drogi odnowy ludzkich serc. Nowi ludzie przeżyją własne życie, Tworząc wspólnym wysiłkiem nowy świat.  Serce wielkie nam daj, Zdolne objąć świat. Panie, serce nam daj, Mężne w walce ze złem.  Nowi ludzie przyniosą ziemi pokój, W znaku wiary jednocząc cały świat. Nowi ludzie przyniosą ziemi wolność, Prawda ludzi wyzwoli niszcząc zło. ","Give us a big heart, Be able to embrace the world. Lord, give us your heart, O brave men in the fight against evil. Let us take away the deeds of old people, let us destroy everything that God's wrath brings, Let us whitewash the new robes in Christ the Lord, a new man will rise in each of us. Give us a big heart, Be able to embrace the world. Lord, give us your heart, O brave men in the fight against evil. New people will write love in history, They will show the way to renew people's hearts. New people will live their own lives, creating a new world with the joint effort. Give us a big heart, Be able to embrace the world. Lord, give us your heart, O brave men in the fight against evil. New people will bring peace to the earth, in the sign of faith uniting the whole world. New people will bring freedom to the earth, Truth will liberate people by destroying evil."
"Spocznij na nas, Duchu Pana",Spocznij na nas Duchu Pana Duchu mądrości i rozumu  Duchu poznania i bojaźni Bożej Duchu miłości i mocy. ,"Give us the Spirit of the Lord of the Spirit, wisdom and understanding, Spirit of knowledge and fear of God's Spirit of love and power."
Stoisz u naszych drzwi," Stoisz u naszych drzwi, kołaczesz długo,  słowa życia wiecznego masz. Kto Twój usłyszy głos i drzwi otworzy, będzie trwał w Tobie, a Ty w Nim. Panie wielka jest miłość Twa,  tak cierpliwa,  wierna i łaskawa chcesz ją wnieść  do naszych serc.  Panie wejdź, zamieszkaj w nas Panie Ty dar życia masz. Panie przyjdź, umocnij nas,  byśmy wytrwali w miłości Twej. ","You stand at our door, you knock a long time, you have the words of eternal life. Whoever hears your voice and opens the door will remain in you, and you in him. Your love is great. Your being so patient, faithful and gracious, you want to bring her into our hearts. Lord, come, live in us, Lord, you have the gift of life. Lord, come, strengthen us, that we may persevere in Your love."
Stoję dziś," Stoję dziś, swoje serce,  ręce tak wyciągam  w podziwie dla Tego,  który wszystko dał. Stoję dziś, swoją duszę Panie  w Tobie składam, ja chcę być jak Ty. ","I stand today, my heart, I stretch my hands in admiration for Him who gave everything. I stand today, my soul is in you, Lord, I want to be like you."
Swojego Ducha Panie,Swojego Ducha Panie wylej na nas dziś ,I pour out Your Spirit on us today
Ta krew," Ta Krew z grzechu odmywa nas, ta Krew czyni nas bielszym od śniegu, ta Krew z grzechu odmywa nas, to jest baranka święta Krew. ","This Blood sheds us from sin, this Blood makes us whiter than snow, this Blood of sin ishes away from us, it is the Holy Blood Blood lamb."
Tak jest mało czasu (zabierzesz mnie)," Tak jest mało czasu, mało dni, Serce bije tylko kilka chwil. Niespokojnie czeka, wierci się,  Kiedy w końcu Ty przytulisz je. Tak jest mało czasu, mało dni,  Serce bije tylko kilka chwil. Nie wiem, czy Cię poznam, ale wiem,  Że na pewno Ty rozpoznasz mnie.  Zabierzesz mnie na drugi brzeg, Za Tobą będę do nieba biegł   Nie jest wcale ciężko, kiedy wiem, Że na końcu drogi spotkam Cię. Chociaż było tyle trudnych dni, Codziennie bliżej nieba, warto żyć! Tak jest mało czasu, mało dni,  Serce bije tylko kilka chwil. Nie wiem, czy Cię poznam, ale wiem, Że na pewno Ty rozpoznasz mnie.  Zabierzesz mnie na drugi brzeg, Za Tobą będę do nieba biegł   Mijają godziny, mija czas, Szukam Cię na niebie pośród gwiazd. Nie wiem czy Cię poznam, ale wiem, Że na pewno Ty rozpoznasz mnie!  Zabierzesz mnie na drugi brzeg, Za Tobą będę do nieba biegł  ","That is not enough time, few days, the heart beats only a few moments. Anxiously waiting, fidgeting, When in the end you will cuddle them. That is not enough time, few days, the heart beats only a few moments. I do not know if I will meet you, but I know that You will recognize me. You take me to the other side, I'm going to heaven, I'm going to heaven. It's not so hard when I know I'll meet you at the end of the road. Although there were so many difficult days, Every day closer to heaven, it's worth living! That is not enough time, few days, the heart beats only a few moments. I do not know if I will meet you, but I know that You will recognize me. You will take me to the other side, I will go to heaven, I will run for hours, time passes, I am looking for You in the sky among the stars. I do not know if I will meet you, but I know that You will recognize me! You will take me to the other side, I will run to heaven behind you"
Tak mnie skrusz,"Tak mnie skrusz, tak mnie złam,  tak mnie wypal, Panie  Byś został tylko Ty,  byś został tylko Ty. Jedynie Ty ","So crush me, break me, burn me, Lord, let you leave only, leave only you. Only you"
Tchnij moc," Tchnij moc, tchnij miłość, i przenikaj życie me.  Bo całym sercem swym oddaję Ci cześć, bo każdą myślą swą oddaję Ci cześć i z całej siły swej oddaję Ci cześć, o, Panie mój.  Tchnij moc, tchnij miłość, i przenikaj życie me.  Bo całym sercem swym  uwielbić Cię chcę, bo każdą myślą swą uwielbić Cię chcę i z całej siły swej uwielbić Cię chcę, o, Panie mój. ","Breathe power, breathe love, and pervade my life. For with all my heart I give you honor, for with every thought I give you my honor, and with all my strength I pay homage to you, oh my Lord. Breathe power, breathe love, and pervade my life. Because I want to glorify you with all my heart, because I want to glorify you with every thought and I want to glorify you with all my strength, oh my Lord."
Tobie chór Aniołów, Tobie chór aniołów Tobie chór aniołów  śpiewa nową pieśń:  Chwała Barankowi!  Alleluja! Alleluja! Alleluja!  Chwała i cześć!  ,"You, the chorus of angels, You, the chorus of angels, sings a new song: Praise the Lamb! Alleluia! Alleluia! Alleluia! Praise and hello!"
Twe światło jest na drodze mej," Twe światło jest na drodze mej Nikt nie zgasi go  Wiem nie zgubię się, bo we mnie jasno jest  Świecisz Ty, w każdej ciemności  Blaskiem Swym ogarniasz mnie ","Your light is on my way No one will extinguish him I know I will not get lost, because in me you shine brightly You, in every darkness You shine in my darkness"
Ty jesteś chlebem żywym,"Ty jesteś chlebem żywym, kto Cię spożywa nie umrze, kto w Ciebie uwierzy,  nie będzie już pragnął na wieki ","You are the living bread, whoever eats you will not die, whoever believes in you will not want for ever"
Ty jesteś dobry," Ty jesteś dobry,  A łaska Twa, Panie, trwa wiecznie  Ludzie ze wszystkich narodów i ras  Od pokolenia do pokolenia   Wielbimy Cię, Alleluja, Alleluja Wielbimy Cię za dobroć Twą  Dobry jest Pan ","You are good, and Your grace, Lord, lasts eternally. People of all nations and races. From generation to generation, We worship You, Hallelujah, Alleluia. We praise You for Your Goodness."
Ty jesteś skałą," Ty jesteś Skałą zbawienia mego  W Tobie ma siła i moc  Tyś mą nadzieją i mym natchnieniem  Do Ciebie wznoszę mój głos   Panie wierzę Ci, tak wierzę Ci  Bo Twa miłość wierna jest  Tyś pomocą mą w potrzebach mych  Panie przy Tobie chcę być. ","You are the rock of my salvation. In you there is strength and power. You are my hope and my inspiration. I raise my voice. Lord, I believe you, I believe you. Your faith is faithful You are my help in my needs. Lord, I want to be with you."
Ty tylko mnie poprowadź," Gdy drogi pomyli los zły i oczy mgłą zasnuje, miej w sobie tę ufność, nie lękaj się. A kiedy gniew świat ci przysłoni i zazdrość jak chwast zakiełkuje, miej w sobie tę ufność, nie lękaj się.  Ty tylko mnie poprowadź, Tobie powierzam mą drogę. Ty tylko mnie poprowadź, Panie mój.  Poprowadź jak Jego prowadzisz przez drogi najprostsze z możliwych i pokaż mi jedną, tę jedną z nich. A kiedy już głos Twój usłyszę i karmić się będę nim co dzień miej w sobie tę ufność, nie lękaj się.  Ty tylko mnie poprowadź, Tobie powierzam mą drogę. Ty tylko mnie poprowadź, Panie mój. ","When the roads go wrong and the eyes are covered with fog, have that confidence in yourself, do not be afraid. And when the anger of the world shades and jealousy as weed sprouts, have that confidence in yourself, do not be afraid. Only lead me, I entrust to you my path. You alone lead me, my Lord. Lead him as you lead through the easiest ways possible and show me one, one of them. And when your voice I hear and feed myself, I will have this trust in me every day, do not be afraid. Only lead me, I entrust to you my path. You alone lead me, my Lord."
Ty wskazałeś drogę do miłości," Ty wskazałeś drogę do miłości, Ty Panie.  Ty zmieniłeś świat swym zmartwychwstaniem, Ty Panie,   Tylko Ty jeden wiesz,  co w mym sercu dzieje się,  tylko Ty, Panie, Tylko Ty.   Ty oddałeś życie  za nas wszystkich, Ty Panie i dlatego jesteś tak mi bliski, Ty Panie,   U twych stóp cały świat,  Ty wiesz co czeka nas, Tylko Ty, Panie, Tylko Ty.  W moim sercu jesteś  w dzień i w nocy, Ty Panie, choć mym oczom jesteś  niewidoczny, Ty Panie,  Tylko Ty jeden wiesz,  co w mym sercu dzieje się, tylko Ty możesz pomóc mi. ","You have shown the way to love, You Lord. You have changed the world with your resurrection, You Lord, Only You alone know what is happening in my heart, only You, Lord, Only You. You have given your life for all of us, Lord, and that is why you are so close to me, You Lord, At your feet, the whole world, You know what awaits us, Only You, Lord, Only You. In my heart you are day and night, Lord, though you are invisible to me, You, Lord, You alone know what is happening in my heart, only you can help me."
Ty światłość dnia," Ty światłość dnia, wszedłeś w moje ciemności,  dałeś mi wzrok, abym mógł widzieć Twą twarz i spojrzenie miłości, w którym roztapiasz mój strach.  Jestem tu, by wielbić, by oddawać chwałę, jestem tu, by wyznać to mój Bóg.  Dobry i łaskawy, cały tak wspaniały, ponad wszystko cenny dla mnie jest.  Ty czasów Król, wywyższony na wieki, jaśnieje w niebie Twój tron. Zszedłeś na ziemię, by stać się człowiekiem, by rajem stał się mój dom.  Jestem tu, by wielbić, by oddawać chwałę, jestem tu, by wyznać to mój Bóg.  Dobry i łaskawy, cały tak wspaniały, ponad wszystko cenny dla mnie jest.  I niczym nie odpłacę się za miłość Twą i za Twój Krzyż.  Jestem tu, by wielbić, by oddawać chwałę, jestem tu, by wyznać to mój Bóg.  Dobry i łaskawy, cały tak wspaniały, ponad wszystko cenny dla mnie jest. ","You light of the day, you entered into my darkness, you gave me sight so that I could see your face and the gaze of love in which you melt my fear. I am here to worship, to glorify, I am here to confess my God. Good and gracious, all so wonderful, above all precious to me. You, the King, exalted forever, shines in heaven Your throne. You came to earth to become a man, to make my home my paradise. I am here to worship, to glorify, I am here to confess my God. Good and gracious, all so wonderful, above all precious to me. I will not repay you for Your love and for Your Cross. I am here to worship, to glorify, I am here to confess my God. Good and gracious, all so wonderful, above all precious to me."
"Tyś jest Bóg, wywyższamy Cię","Tyś jest Bóg wywyższamy Cię, Tyś jest Pan uwielbiamy Cię,  Tyś nasz odwieczny Ojciec,  Twe stworzenie wielbi Cię.  Amen. ","You are God, we exalt You, You are the Lord, We adore You, You, our eternal Father, Your creature worships You. Amen."
Ubi Caritas (Tam gdzie miłość)," Ubi caritas et amor  ubi caritas deus ibi es.   Tam gdzie miłość jest i dobroć, Tam gdzie miłość jest,  tam mieszka Bóg. ","Ubi caritas et amor ubi caritas deus ibi es. Where love is and goodness, where love is, God lives there."
Ukaż mi Panie swą twarz,Ukaż mi Panie Swą twarz  Daj mi usłyszeć Twój głos Bo słodki jest Twój głos I twarz pełna wdzięku  Ukaż mi Panie Swą twarz ,"Lord, show me Your face Let me hear Your voice Because Your voice is sweet Your face is graceful Show me Lord, His face"
Uwielbiajcie Pana ludzkich serc," Uwielbiajcie Pana ludzkich serc bijące dzwony. Padnij na kolana przed Nim ludu utrudzony. a On osuszy twoje łzy, on ratunkiem będzie Ci. a U Jego stóp padnie wróg,  bo On Bóg niezwyciężony. a Niepojęty w swej mądrości,  Święty, święty Bóg miłości .  a Śpiewaj Panu ziemio,  chwalcie wszystkie świata strony. ","Love the beating hearts of the people of your heart. Cut down on his knees before him, the people are weary. and He will dry your tears, he will save you. and an enemy will fall at His feet, because He is God invincible. Unwelcome in his wisdom, Holy, holy God of love. and, sing to the earth, praise all the world of the side."
